model,n-iterations,loss
ResNet-18 Deu,453,2.135944366455078
ResNet-18 Deu,454,2.2687270641326904
ResNet-18 Deu,455,2.154029130935669
ResNet-18 Deu,456,2.0736536979675293
ResNet-18 Deu,457,2.3197662830352783
ResNet-18 Deu,458,2.1828770637512207
ResNet-18 Deu,459,2.10434627532959
ResNet-18 Deu,460,2.317434787750244
ResNet-18 Deu,461,2.1548030376434326
ResNet-18 Deu,462,2.214890956878662
ResNet-18 Deu,463,2.636852264404297
ResNet-18 Deu,464,2.258929967880249
ResNet-18 Deu,465,2.219007968902588
ResNet-18 Deu,466,1.8571847677230835
ResNet-18 Deu,467,2.3859455585479736
ResNet-18 Deu,468,2.139768600463867
ResNet-18 Deu,469,2.054222345352173
ResNet-18 Deu,470,2.201885461807251
ResNet-18 Deu,471,2.0242137908935547
ResNet-18 Deu,472,2.2744109630584717
ResNet-18 Deu,473,1.9292690753936768
ResNet-18 Deu,474,2.4646990299224854
ResNet-18 Deu,475,2.270202159881592
ResNet-18 Deu,476,2.079951524734497
ResNet-18 Deu,477,2.2074732780456543
ResNet-18 Deu,478,2.0930943489074707
ResNet-18 Deu,479,2.1552882194519043
ResNet-18 Deu,480,2.5484628677368164
ResNet-18 Deu,481,2.2551214694976807
ResNet-18 Deu,482,1.9977378845214844
ResNet-18 Deu,483,2.0153603553771973
ResNet-18 Deu,484,1.9219661951065063
ResNet-18 Deu,485,2.1479642391204834
ResNet-18 Deu,486,2.213954210281372
ResNet-18 Deu,487,2.204129695892334
ResNet-18 Deu,488,2.2196459770202637
ResNet-18 Deu,489,2.11918568611145
ResNet-18 Deu,490,2.0524680614471436
ResNet-18 Deu,491,2.078394889831543
ResNet-18 Deu,492,2.0912444591522217
ResNet-18 Deu,493,2.1389048099517822
ResNet-18 Deu,494,2.0119051933288574
ResNet-18 Deu,495,2.2540411949157715
ResNet-18 Deu,496,2.1924021244049072
ResNet-18 Deu,497,2.2013633251190186
ResNet-18 Deu,498,2.1472604274749756
ResNet-18 Deu,499,2.0993363857269287
ResNet-18 Deu,500,2.484663724899292
ResNet-18 Deu,501,2.0099382400512695
ResNet-18 Deu,502,2.211252212524414
ResNet-18 Deu,503,2.2138309478759766
ResNet-18 Deu,504,2.1811938285827637
ResNet-18 Deu,505,2.1878552436828613
ResNet-18 Deu,506,2.012491226196289
ResNet-18 Deu,507,2.270998477935791
ResNet-18 Deu,508,2.382455348968506
ResNet-18 Deu,509,2.1617941856384277
ResNet-18 Deu,510,1.9447600841522217
ResNet-18 Deu,511,2.005542278289795
ResNet-18 Deu,512,1.983331322669983
ResNet-18 Deu,513,2.166379451751709
ResNet-18 Deu,514,2.3237767219543457
ResNet-18 Deu,515,2.0501961708068848
ResNet-18 Deu,516,2.277062177658081
ResNet-18 Deu,517,2.039156436920166
ResNet-18 Deu,518,1.9908311367034912
ResNet-18 Deu,519,1.9909563064575195
ResNet-18 Deu,520,2.763580083847046
ResNet-18 Deu,521,2.252504587173462
ResNet-18 Deu,522,2.151066303253174
ResNet-18 Deu,523,2.4324116706848145
ResNet-18 Deu,524,2.4068727493286133
ResNet-18 Deu,525,2.2563960552215576
ResNet-18 Deu,526,1.8747060298919678
ResNet-18 Deu,527,2.3201518058776855
ResNet-18 Deu,528,2.166536808013916
ResNet-18 Deu,529,2.4310317039489746
ResNet-18 Deu,530,2.306731700897217
ResNet-18 Deu,531,2.0976831912994385
ResNet-18 Deu,532,2.1409366130828857
ResNet-18 Deu,533,1.9537254571914673
ResNet-18 Deu,534,2.0742645263671875
ResNet-18 Deu,535,2.0603420734405518
ResNet-18 Deu,536,2.1579246520996094
ResNet-18 Deu,537,2.110830783843994
ResNet-18 Deu,538,2.596836805343628
ResNet-18 Deu,539,2.3804497718811035
ResNet-18 Deu,540,2.0356709957122803
ResNet-18 Deu,541,1.866072654724121
ResNet-18 Deu,542,2.3137810230255127
ResNet-18 Deu,543,2.242487668991089
ResNet-18 Deu,544,2.2355494499206543
ResNet-18 Deu,545,2.1978447437286377
ResNet-18 Deu,546,2.2436318397521973
ResNet-18 Deu,547,2.118992805480957
ResNet-18 Deu,548,2.1480712890625
ResNet-18 Deu,549,2.095883846282959
ResNet-18 Deu,550,2.075819492340088
ResNet-18 Deu,551,1.9131240844726562
ResNet-18 Deu,552,2.037374973297119
ResNet-18 Deu,553,2.1279733180999756
ResNet-18 Deu,554,2.1965506076812744
ResNet-18 Deu,555,2.2427687644958496
ResNet-18 Deu,556,1.970080018043518
ResNet-18 Deu,557,2.0700623989105225
ResNet-18 Deu,558,2.1901144981384277
ResNet-18 Deu,559,2.2564852237701416
ResNet-18 Deu,560,2.437096118927002
ResNet-18 Deu,561,2.0942604541778564
ResNet-18 Deu,562,2.1913416385650635
ResNet-18 Deu,563,2.134387493133545
ResNet-18 Deu,564,2.0236330032348633
ResNet-18 Deu,565,2.172483205795288
ResNet-18 Deu,566,2.117704153060913
ResNet-18 Deu,567,2.28170108795166
ResNet-18 Deu,568,2.046628475189209
ResNet-18 Deu,569,2.216261386871338
ResNet-18 Deu,570,2.1979663372039795
ResNet-18 Deu,571,2.725304126739502
ResNet-18 Deu,572,2.3635284900665283
ResNet-18 Deu,573,2.4333930015563965
ResNet-18 Deu,574,2.168283462524414
ResNet-18 Deu,575,2.7055211067199707
ResNet-18 Deu,576,2.3687186241149902
ResNet-18 Deu,577,2.1930336952209473
ResNet-18 Deu,578,2.036841869354248
ResNet-18 Deu,579,2.219935655593872
ResNet-18 Deu,580,2.572309970855713
ResNet-18 Deu,581,2.0786383152008057
ResNet-18 Deu,582,2.1944057941436768
ResNet-18 Deu,583,2.3231263160705566
ResNet-18 Deu,584,2.328660488128662
ResNet-18 Deu,585,2.157860517501831
ResNet-18 Deu,586,2.0875236988067627
ResNet-18 Deu,587,2.222020149230957
ResNet-18 Deu,588,2.187537670135498
ResNet-18 Deu,589,2.1382060050964355
ResNet-18 Deu,590,2.0755457878112793
ResNet-18 Deu,591,2.10953688621521
ResNet-18 Deu,592,2.128699541091919
ResNet-18 Deu,593,2.1213247776031494
ResNet-18 Deu,594,1.990335464477539
ResNet-18 Deu,595,2.186250686645508
ResNet-18 Deu,596,2.145730972290039
ResNet-18 Deu,597,2.3956351280212402
ResNet-18 Deu,598,1.9624595642089844
ResNet-18 Deu,599,2.1932053565979004
ResNet-18 Deu,600,2.1991562843322754
ResNet-18 Deu,601,1.9065033197402954
ResNet-18 Deu,602,2.3392367362976074
ResNet-18 Deu,603,2.378462314605713
ResNet-18 Deu,604,2.2243008613586426
ResNet-18 Deu,605,2.125304698944092
ResNet-18 Deu,606,2.010180711746216
ResNet-18 Deu,607,2.3433918952941895
ResNet-18 Deu,608,2.177382469177246
ResNet-18 Deu,609,2.06862211227417
ResNet-18 Deu,610,2.2587828636169434
ResNet-18 Deu,611,1.865067481994629
ResNet-18 Deu,612,2.315859079360962
ResNet-18 Deu,613,2.0468201637268066
ResNet-18 Deu,614,1.9509550333023071
ResNet-18 Deu,615,1.776929259300232
ResNet-18 Deu,616,1.8207933902740479
ResNet-18 Deu,617,2.2579479217529297
ResNet-18 Deu,618,2.6465044021606445
ResNet-18 Deu,619,1.9928779602050781
ResNet-18 Deu,620,2.3270034790039062
ResNet-18 Deu,621,2.333142042160034
ResNet-18 Deu,622,2.048621654510498
ResNet-18 Deu,623,2.2140963077545166
ResNet-18 Deu,624,2.1596808433532715
ResNet-18 Deu,625,2.2312822341918945
ResNet-18 Deu,626,2.557572841644287
ResNet-18 Deu,627,2.281527042388916
ResNet-18 Deu,628,1.9562852382659912
ResNet-18 Deu,629,2.0732228755950928
ResNet-18 Deu,630,2.4682459831237793
ResNet-18 Deu,631,2.0367870330810547
ResNet-18 Deu,632,1.9801050424575806
ResNet-18 Deu,633,2.1804418563842773
ResNet-18 Deu,634,2.218780279159546
ResNet-18 Deu,635,2.2011032104492188
ResNet-18 Deu,636,2.2981276512145996
ResNet-18 Deu,637,1.9377038478851318
ResNet-18 Deu,638,2.2783687114715576
ResNet-18 Deu,639,1.9399425983428955
ResNet-18 Deu,640,2.0210235118865967
ResNet-18 Deu,641,2.254467725753784
ResNet-18 Deu,642,2.0001566410064697
ResNet-18 Deu,643,1.9669992923736572
ResNet-18 Deu,644,2.1024928092956543
ResNet-18 Deu,645,1.9970693588256836
ResNet-18 Deu,646,2.2994234561920166
