model,n-iterations,loss
ResNet-18 RGB,481,2.339207172393799
ResNet-18 RGB,482,2.10615873336792
ResNet-18 RGB,483,2.4512939453125
ResNet-18 RGB,484,2.2956933975219727
ResNet-18 RGB,485,2.159729480743408
ResNet-18 RGB,486,2.2382354736328125
ResNet-18 RGB,487,2.1199564933776855
ResNet-18 RGB,488,2.5496695041656494
ResNet-18 RGB,489,2.123249053955078
ResNet-18 RGB,490,2.191394329071045
ResNet-18 RGB,491,2.183382511138916
ResNet-18 RGB,492,2.237494945526123
ResNet-18 RGB,493,2.2455127239227295
ResNet-18 RGB,494,1.9327623844146729
ResNet-18 RGB,495,2.21425461769104
ResNet-18 RGB,496,2.1489486694335938
ResNet-18 RGB,497,2.0436692237854004
ResNet-18 RGB,498,2.5585854053497314
ResNet-18 RGB,499,2.2422616481781006
ResNet-18 RGB,500,1.9611790180206299
ResNet-18 RGB,501,2.0873706340789795
ResNet-18 RGB,502,2.2225325107574463
ResNet-18 RGB,503,2.188217878341675
ResNet-18 RGB,504,2.1014342308044434
ResNet-18 RGB,505,2.270878314971924
ResNet-18 RGB,506,2.1099908351898193
ResNet-18 RGB,507,2.226447820663452
ResNet-18 RGB,508,1.8836625814437866
ResNet-18 RGB,509,2.0901753902435303
ResNet-18 RGB,510,2.145843982696533
ResNet-18 RGB,511,2.1177544593811035
ResNet-18 RGB,512,2.0501322746276855
ResNet-18 RGB,513,1.8789637088775635
ResNet-18 RGB,514,2.3081276416778564
ResNet-18 RGB,515,1.8038963079452515
ResNet-18 RGB,516,1.8222156763076782
ResNet-18 RGB,517,2.2333474159240723
ResNet-18 RGB,518,2.1614983081817627
ResNet-18 RGB,519,2.34435772895813
ResNet-18 RGB,520,2.1330769062042236
ResNet-18 RGB,521,2.3424973487854004
ResNet-18 RGB,522,2.225125551223755
ResNet-18 RGB,523,2.0907416343688965
ResNet-18 RGB,524,2.203113079071045
ResNet-18 RGB,525,2.0574512481689453
ResNet-18 RGB,526,2.4164421558380127
ResNet-18 RGB,527,2.094027519226074
ResNet-18 RGB,528,1.9260333776474
ResNet-18 RGB,529,2.152764320373535
ResNet-18 RGB,530,2.075348377227783
ResNet-18 RGB,531,2.1137118339538574
ResNet-18 RGB,532,2.043372392654419
ResNet-18 RGB,533,1.9662878513336182
ResNet-18 RGB,534,2.486884117126465
ResNet-18 RGB,535,1.8667614459991455
ResNet-18 RGB,536,1.8949766159057617
ResNet-18 RGB,537,2.2246625423431396
ResNet-18 RGB,538,2.370142698287964
